date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,186.6451246647834,38.845974,127.52546495847697
2024-01-31,107.14142346042375,38.387486,79.639848850119
2024-02-29,210.3773457767504,38.586155,141.66087001335248
2024-03-31,231.7913232450435,39.542065,154.8916198137253
2024-04-30,185.0158317896458,39.659584,126.87333250121668
2024-05-31,242.3967989791013,39.810047,161.36209824732407
2024-06-30,174.77426740020084,39.942154,120.84142239385585
2024-07-31,272.76751135888355,39.991276,179.6570173210064
2024-08-31,225.5809741078462,40.029285,151.36029940001046
2024-09-30,184.3540386154719,40.053383,126.63377593722747
2024-10-31,204.76613407005397,40.066162,138.88614490431263
2024-11-30,234.00662364622136,40.074554,156.43379558360684
2024-12-31,370.28011714860884,40.07962,238.199919196636
2025-01-31,338.7863151334079,40.082592,219.3048262657137
2025-02-28,386.23632715704565,40.084435,247.7755697164686
2025-03-31,432.26723640417026,40.08555,275.3945615843234
2025-04-30,327.9044089534981,40.086216,212.77713214272873
2025-05-31,437.7539326909792,40.086624,278.6870104171998
2025-06-30,310.0051779496638,40.08687,202.03785484719086
2025-07-31,490.9318573196899,40.087017,310.5939215970141
2025-08-31,406.2138867163926,40.08711,259.76317547465976
2025-09-30,322.5562240161015,40.087162,209.56859883532007
2025-10-31,372.3682730166497,40.0872,239.45584349443806
2025-11-30,439.1102113727374,40.08722,279.5010141374852
