date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,-220.45454451216662,75.94661,-101.89408176406266
2024-01-31,606.5097089217638,69.63441,391.75958893338054
2024-02-29,148.77014428303096,66.50787,115.86523598388108
2024-03-31,227.19342023112358,67.006996,163.11885136352765
2024-04-30,92.77746631783381,67.05857,82.48990889836631
2024-05-31,142.28887366780748,67.169014,112.24092941003506
2024-06-30,242.71631381288142,67.17314,172.49904526099544
2024-07-31,132.19774124787477,67.17721,106.18952869037525
2024-08-31,170.24209914211463,67.17483,129.01519165995137
2024-09-30,120.44754343738671,67.174545,99.13834379619668
2024-10-31,237.59003314559126,67.174286,169.42373462429322
2024-11-30,291.03701079533306,67.1743,201.4919269361842
2024-12-31,189.2925417986725,67.1743,140.44524553818786
2025-01-31,498.7290952223308,67.17431,326.1071814070801
2025-02-28,230.28277168997488,67.17431,165.03938728766656
2025-03-31,393.57624636723045,67.17431,263.0154720940199
2025-04-30,131.14492230316608,67.17431,105.55667765558128
2025-05-31,240.55316756191525,67.17431,171.2016248108308
2025-06-30,441.4471937030341,67.17431,291.7380404955021
2025-07-31,222.23104951299416,67.17431,160.20835398147813
2025-08-31,290.8162737375741,67.17431,201.3594885162261
2025-09-30,182.32312246350463,67.17431,136.2635977517844
2025-10-31,374.3640975510059,67.17431,251.48818280428517
2025-11-30,458.88567813390273,67.17431,302.20113115402324
