date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,300.4167017511967,9.947119,184.2288685543801
2024-01-31,91.73010245825485,9.236987,58.732856368217675
2024-02-29,71.94046687877793,8.454202,46.54596085427176
2024-03-31,91.54323196120758,7.7273574,58.016882274792785
2024-04-30,104.21639508632825,7.2744656,65.43962327616218
2024-05-31,107.9948205234654,6.9372845,67.57180610192104
2024-06-30,105.058717548333,6.692013,65.71203578679703
2024-07-31,98.43507470254461,6.516734,61.66773856618619
2024-08-31,102.03498526735282,6.389893,63.77694847776399
2024-09-30,81.9442174981877,6.298762,51.686035284450334
2024-10-31,84.45852103592787,6.2334723,53.168501512776814
2024-11-30,120.8986856358658,6.186629,75.01386295660798
2024-12-31,279.04989826112893,6.15305,169.89115898269358
2025-01-31,195.33433547885448,6.128987,119.652196116872
2025-02-28,141.78396158500573,6.111744,87.51507456948794
2025-03-31,181.6072943098419,6.0993905,111.40413274091918
2025-04-30,207.86475808658847,6.0905404,127.1550709679046
2025-05-31,215.10751368747933,6.084201,131.4981885084318
2025-06-30,208.92209654567995,6.0796604,127.78512218903516
2025-07-31,195.61890391737268,6.076408,119.80190556186464
2025-08-31,202.67962623500077,6.074078,124.03740697421578
2025-09-30,162.6566287810224,6.0724106,100.02294164506301
2025-10-31,160.45493579001004,6.0712156,98.70144782120451
2025-11-30,227.7085828662971,6.0703597,139.05329369789715
