date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,106.85688789322204,59.924427,88.08390316745178
2024-01-31,203.32769406804198,51.94049,142.77281387429684
2024-02-29,40.63597413838721,48.129684,43.63345940673838
2024-03-31,39.16237816709339,50.214405,43.58318892418181
2024-04-30,-5.9348519464019915,50.447067,16.617916117925407
2024-05-31,101.61867086929568,50.65636,81.23374715353542
2024-06-30,39.867304231454796,50.65363,44.18183426006428
2024-07-31,45.31809671934036,50.658623,47.454306746814176
2024-08-31,16.10971086649117,50.655136,29.927880963254076
2024-09-30,66.92434783214739,50.655045,60.41662690302378
2024-10-31,63.89905414558159,50.65478,58.6013457869095
2024-11-30,203.9018200486014,50.654816,142.60301868016182
2024-12-31,142.4240473298447,50.654808,105.71635123421053
2025-01-31,157.36001920192717,50.654816,114.67793817215728
2025-02-28,36.874928901815,50.654816,42.38688399208998
2025-03-31,46.125150329581594,50.654816,47.937016848749934
2025-04-30,-38.72468336600339,50.654816,-2.9728833686010567
2025-05-31,178.91709359655763,50.654816,127.61218280893556
2025-06-30,48.891123185445586,50.654816,49.59660056226833
2025-07-31,58.95439966735666,50.654816,55.63456645141497
2025-08-31,-1.8685608809934422,50.654816,19.140790122404912
2025-09-30,88.05704749487317,50.654816,73.09615514792489
2025-10-31,51.30999424151628,50.654816,51.04792319591074
2025-11-30,249.06309472298094,50.654816,169.69978348478952
