date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,442.6607077033936,102.82024,306.72451834151855
2024-01-31,648.9610116223054,98.18386,428.65015128490666
2024-02-29,601.1896213227737,95.91438,399.0795259674924
2024-03-31,570.2950247604746,92.248116,379.07626107210507
2024-04-30,602.742328017103,91.40142,398.2059665734454
2024-05-31,486.3840689960787,90.89752,328.18945018670973
2024-06-30,509.75239473903906,90.58683,342.0861704249664
2024-07-31,504.4985513959723,90.477844,338.8902700587748
2024-08-31,533.8108749720013,90.42035,356.4546653945777
2024-09-30,585.919524807015,90.39246,387.70870112078126
2024-10-31,616.8426291483296,90.38033,406.25771143064816
2024-11-30,618.0908902029896,90.37439,407.00429150704764
2024-12-31,1025.2762833069776,90.37162,651.3144172925362
2025-01-31,1102.3139651612883,90.37035,697.5365228650835
2025-02-28,1060.6596303578692,90.369736,672.5436740277098
2025-03-31,1025.3155399238296,90.36947,651.3371129557626
2025-04-30,1121.852656425296,90.36933,709.2593256361833
2025-05-31,910.6152304867385,90.36927,582.5168471848654
2025-06-30,948.8309223251625,90.36924,605.446250843828
2025-07-31,965.5992208207347,90.36922,615.5072184970794
2025-08-31,1008.6713067182956,90.36922,641.350470035616
2025-09-30,1023.2557915191011,90.36921,650.1011609160993
2025-10-31,1118.846053305739,90.36921,707.455317988082
2025-11-30,1080.1388914799218,90.36921,684.2310208925917
