date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,11.396127468517221,32.71216,19.92254014383006
2024-01-31,-70.29777614519676,38.321884,-26.849912215743544
2024-02-29,-25.875989402691587,41.171078,0.9428378311633683
2024-03-31,-40.63064939700245,44.482872,-6.585239690081352
2024-04-30,-29.576212736160443,49.329323,1.9860018657500227
2024-05-31,-35.47220222323438,54.18299,0.3898754586619084
2024-06-30,-30.957351062470963,60.2413,5.522108832732268
2024-07-31,-35.06700879605826,68.04229,6.17671176032891
2024-08-31,-23.208617633301525,77.92046,17.243015607763226
2024-09-30,-43.241235843586836,91.49525,10.65335724873071
2024-10-31,6.6751314549196294,111.20985,48.489018997463496
2024-11-30,-9.081133052545908,141.79147,51.267911049820114
2024-12-31,-48.27118339620112,193.65944,48.501065597044956
2025-01-31,-84.26863384250758,289.83078,65.3711317062142
2025-02-28,-56.43510359236248,480.5463,158.3574589627466
2025-03-31,-84.63729103847663,862.1075,294.0606124374609
2025-04-30,-64.43844558675514,1605.9027,603.6980166323219
2025-05-31,-75.25585748219184,3040.487,1171.041309729435
2025-06-30,-66.54340229750797,5771.1143,2268.5197594027454
2025-07-31,-73.08566693797495,10848.482,4295.541666243465
2025-08-31,-50.09703456333987,20339.348,8105.681037074496
2025-09-30,-102.42612236641075,38169.53,15206.356826580153
2025-10-31,-17.433353691599017,71700.99,28669.93647216004
2025-11-30,-51.1993445781226,134724.56,53859.104612003124
