date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,247.67441513005667,115.219284,194.69236422695977
2024-01-31,-31.388085024285033,115.44013,27.34320107893484
2024-02-29,142.18355758182278,117.26688,132.21688427443547
2024-03-31,134.97751858714088,118.812996,128.51171104242124
2024-04-30,250.12157135301715,119.13752,197.72795303519896
2024-05-31,154.43102938674662,119.53646,140.47320427145226
2024-06-30,134.9477870103677,119.80629,128.89118807536124
2024-07-31,236.33029394807414,119.9078,189.76129587568042
2024-08-31,177.52512499650487,119.992645,154.5121338663111
2024-09-30,116.08991626831158,120.04499,117.67194750268617
2024-10-31,194.31205544110787,120.070435,164.61540861866862
2024-11-30,144.13877494790216,120.088455,134.51864628587998
2024-12-31,241.12551343858235,120.09924,192.71500761759276
2025-01-31,132.04298994441763,120.10514,127.26785100400409
2025-02-28,200.90760582348122,120.10898,168.58815403974302
2025-03-31,182.6210955982086,120.11126,157.6171634319232
2025-04-30,356.6064742431678,120.11258,262.0089170471214
2025-05-31,164.95975905482038,120.11341,147.02121981277503
2025-06-30,166.87485305478188,120.1139,148.1704707623125
2025-07-31,337.7992553094811,120.1142,250.72523418544452
2025-08-31,224.01062794255995,120.114365,182.45212261514533
2025-09-30,117.88080303379846,120.11448,118.77427344625563
2025-10-31,297.2883655004565,120.11453,226.41883381443407
2025-11-30,188.921549742071,120.11458,161.3987634328891
