date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,81.9805123705639,19.141098,56.84474672669015
2024-01-31,12.559724727584676,19.685535,15.410049008914086
2024-02-29,23.77792952803178,20.915823,22.633086909934303
2024-03-31,-8.676790477439695,21.857203,3.53680653476421
2024-04-30,10.63868760188766,22.416061,15.349637503149197
2024-05-31,45.93082957367509,22.956848,36.741237002017556
2024-06-30,7.925431486181175,23.365128,14.101310107834193
2024-07-31,17.92182810919673,23.673296,20.222415255410617
2024-08-31,5.66417256223601,23.92911,12.970147366687309
2024-09-30,-4.909316974161605,24.128757,6.705913378430283
2024-10-31,2.016462172257709,24.286535,10.924491217844372
2024-11-30,-4.690404565650978,24.413372,6.951106648731972
2024-12-31,23.596688744251065,24.513927,23.963584802641947
2025-01-31,-3.538132193370167,24.594091,7.714757631609736
2025-02-28,19.089644494746462,24.658186,21.317061271127663
2025-03-31,-49.485665932152855,24.709293,-19.80768202236544
2025-04-30,-7.999919596838096,24.75012,5.100096497817553
2025-05-31,58.03548136851942,24.782755,44.73439097107503
2025-06-30,-10.40320916736501,24.80883,3.681606985542909
2025-07-31,10.650817588974807,24.829676,16.322361013895136
2025-08-31,-13.916599263234247,24.846346,1.5885789933900192
2025-09-30,-26.723174198237658,24.859674,-6.090034928183318
2025-10-31,-8.839605692210101,24.870337,4.644371006976185
2025-11-30,-25.120763374689407,24.878862,-5.120913263155929
