date,prophet_pred,lstm_pred,hybrid_pred
2023-12-31,100.99624857735724,68.41371,87.96323338408524
2024-01-31,11.349285592376356,72.77042,35.91773900374125
2024-02-29,-12.015249378337646,67.56232,19.815777512279638
2024-03-31,-30.032508835900146,56.639492,4.6362926568339375
2024-04-30,-23.502983006868085,55.255455,8.000392584184814
2024-05-31,0.0453194311571814,59.779404,23.938953896243138
2024-06-30,13.737908634180146,64.90721,34.20563008346219
2024-07-31,5.2332519195252285,65.11225,29.184852045880177
2024-08-31,17.518681140513827,62.1786,35.382649571759465
2024-09-30,-14.637462626211772,59.755207,15.119604867510242
2024-10-31,-31.777154368103574,60.18139,5.006262921130045
2024-11-30,-26.230443711534242,61.95108,9.04216552051598
2024-12-31,-3.895709977343273,63.008453,22.865956505659465
2025-01-31,-38.620909348377,62.54361,1.8448990015695053
2025-02-28,-74.02131436189514,61.528034,-19.80157493305505
2025-03-31,-95.12441006986097,61.11592,-32.628276870774
2025-04-30,-90.02565220402741,61.514797,-29.409472438139098
2025-05-31,-67.81877202120036,62.057537,-15.86824799970752
2025-06-30,-44.555333690397475,62.186142,-1.8587438085988346
2025-07-31,-68.46386191193453,61.903713,-16.31683109369392
2025-08-31,-36.88502076680946,61.625675,2.5192580019504582
2025-09-30,-78.49742843889867,61.616028,-22.452045167587244
2025-10-31,-102.66048127987418,61.797695,-36.87721070395966
2025-11-30,-98.20804409843693,61.929886,-34.15287096894985
